STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,ACTIVITY,Economic activity,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,CONVERSION_TYPE,Conversion type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2004-Q3,,81.44865,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2004-Q4,,80.71667,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2005-Q1,,82.26551,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2005-Q2,,81.17467,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2005-Q3,,82.4364,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2006-Q2,,82.65414,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2006-Q3,,83.36801,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2006-Q4,,85.91383,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2007-Q1,,86.5456,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2007-Q2,,88.8667,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2007-Q3,,88.30348,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2007-Q4,,88.89706,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2008-Q2,,91.969,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2009-Q1,,97.84241,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2009-Q2,,98.5145,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2009-Q3,,98.4236,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2010-Q2,,97.08199,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2010-Q3,,95.98997,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2010-Q4,,97.04774,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2011-Q2,,96.15285,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2011-Q3,,97.57493,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2011-Q4,,97.2645,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2012-Q1,,97.77029,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2012-Q2,,97.32439,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2012-Q3,,98.01021,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2012-Q4,,98.77145,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2013-Q1,,98.17514,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2013-Q2,,98.27425,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2013-Q3,,97.91341,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2013-Q4,,98.4688,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2014-Q1,,99.1595,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2014-Q2,,99.3168,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2014-Q3,,98.25679,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2014-Q4,,99.25371,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2015-Q3,,100.3726,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2015-Q4,,100.4863,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2016-Q1,,100.3292,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2016-Q2,,100.1596,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2016-Q3,,99.64961,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2016-Q4,,99.72655,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2017-Q2,,99.31251,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2017-Q3,,100.3373,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2017-Q4,,101.0551,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2018-Q1,,100.5653,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2018-Q2,,101.697,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2018-Q3,,101.6751,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2018-Q4,,102.246,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2019-Q1,,103.0005,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2019-Q2,,102.5542,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2019-Q3,,103.0858,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2019-Q4,,103.6911,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1980-Q1,,36.34193,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1980-Q2,,38.34887,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1980-Q3,,37.77964,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1980-Q4,,40.56689,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1981-Q1,,41.84222,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1981-Q2,,42.63845,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1981-Q3,,43.86546,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1981-Q4,,44.58931,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1982-Q1,,45.85747,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1982-Q2,,46.31607,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1982-Q3,,46.93427,,A,Normal value,0,Units,2015,,0,Zero
