period,k_hat,c_hat,z_hat,xi_hat,gdp_growth_level,gdp_growth_vol,ulc_growth_level,ulc_growth_vol,inflation_level,inflation_vol,unemp_level,unemp_vol,spread_level,spread_vol,countrycode,pad_1,pad_2,pad_3,pad_4,pad_5
1982Q3,0.004531494732470387,-0.024528600467272454,-0.015287186671608211,-0.3520754021021668,-0.008868136647577463,0.013197199847634502,0.004387812686103221,0.012562574882628769,0.021419822526250965,0.004071419998194133,12.1,1.7795965537299998,0.1386699999999994,1.8321153009704383,CAN,0.0,0.0,0.0,0.0,0.0
1982Q4,0.0033026122564956406,-0.026119897304479167,-0.015431035273803559,-0.363223835519346,-0.00922796956485028,0.012256510847959827,0.021941825207206778,0.01164713510814543,0.01557839418051099,0.0059795287799448505,12.96667,2.23207213891818,0.8435000000000006,2.0630419740480144,CAN,0.0,0.0,0.0,0.0,0.0
1983Q1,0.002339249531976728,-0.024508488153053065,-0.013781024383070821,-0.3357809393014347,0.016342670646293023,0.01083850713840338,-0.008805165032448214,0.016510033042373053,0.007079444208858643,0.008219002276717095,12.63333,2.340393243311167,1.6586630000000007,2.119472714466228,CAN,0.0,0.0,0.0,0.0,0.0
1983Q2,0.0014682295034182946,-0.021708707366901336,-0.010714967633532774,-0.29613735602935387,0.019727716087308167,0.012775264530398511,0.009983796300733871,0.016656144034663735,0.013474124120761877,0.008367890914437104,12.4,2.1553920005868266,1.6286699999999996,1.966653794687016,CAN,0.0,0.0,0.0,0.0,0.0
1983Q3,0.0005220715248153152,-0.01966301612421617,-0.006605349527611781,-0.2697139636680109,0.011234395911426498,0.013258973587342984,0.007801155631462553,0.0150170556406214,0.016184875694351675,0.007640115345081089,11.66667,1.7351413583157953,2.337503,1.336353893917193,CAN,0.0,0.0,0.0,0.0,0.0
1983Q4,-0.0005029785630030759,-0.01899953413678368,-0.0018934899093565986,-0.26426881916788025,0.01243210478349499,0.013735851280006189,0.0020410315779164634,0.01366702149334995,0.009101352902642468,0.008067963495768143,11.3,1.333690682471964,2.1061700000000005,1.1234551563048707,CAN,0.0,0.0,0.0,0.0,0.0
1984Q1,-0.0014463570836389383,-0.0190333182069935,0.0029078875242414016,-0.2699136730849637,0.01731993045079183,0.013373477496205759,-0.003105538823516607,0.011012652073522923,0.01183747814156777,0.00757990897034221,11.3,0.8423206723593489,2.1381700000000006,1.1241664949904322,CAN,0.0,0.0,0.0,0.0,0.0
1984Q2,-0.0021400275586453965,-0.019010995057772817,0.00728395849884516,-0.2758352064342163,0.019406404673061095,0.012010392727800601,0.0017815583985163475,0.009207974052646279,0.008356573654613841,0.004795205015571658,11.5,0.6374552707655354,2.2125000000000004,0.7716624946192016,CAN,0.0,0.0,0.0,0.0,0.0
1984Q3,-0.00242418082582474,-0.018180918420188874,0.010726115629414397,-0.2711866206351263,0.0042994995658653945,0.00978291391773262,0.015526616982997954,0.009996416153766795,0.008287320054181757,0.003536305587465023,11.43333,0.6630860271272538,0.6473300000000002,0.6408077434182472,CAN,0.0,0.0,0.0,0.0,0.0
1984Q4,-0.0023476898625527376,-0.01609288528956121,0.012905988393833556,-0.24805869845403475,0.015606828009406382,0.0051122797862483416,0.006937255603726378,0.007699366553421158,0.007671188529689177,0.0032425092592802936,11.26667,0.5318234878496323,0.95383,0.6206973188871648,CAN,0.0,0.0,0.0,0.0,0.0
1985Q1,-0.0021679321899863435,-0.012598654723385394,0.013673291784705215,-0.2014827093706269,0.01536397115967958,0.0050747207015143245,0.007380894096205015,0.005719902957551345,0.01141928731605768,0.002989646064252178,10.8,0.4555652776790189,1.2919999999999998,0.6383460088124934,CAN,0.0,0.0,0.0,0.0,0.0
1985Q2,-0.002149949312543198,-0.007553550557858557,0.012877708870885221,-0.12647010262810968,0.0032164852513547615,0.005899953711651443,0.013083555865573748,0.00611622397802175,0.011827859528959594,0.0028310715568931766,10.7,0.3337798259732925,1.2446699999999993,0.6556302787359742,CAN,0.0,0.0,0.0,0.0,0.0
1985Q3,-0.0025472244187227933,-0.0008447436095497807,0.010384257880892058,-0.018644208775282174,0.012694938161661007,0.005882721266191678,0.006043492950159823,0.006091485709082703,0.009564527218965502,0.0017037235518157967,10.3,0.4249181060257926,1.5155000000000012,0.5873533307360965,CAN,0.0,0.0,0.0,0.0,0.0
1985Q4,-0.003377219737788817,0.006731730063888719,0.006599170716845477,0.10948110147741937,0.015246001698405731,0.005958807824397144,0.0008174509036478206,0.00622504439017477,0.007894761559415597,0.0018196422587610235,10.23333,0.50418931472603,1.2110029999999998,0.5418822203813402,CAN,0.0,0.0,0.0,0.0,0.0
1986Q1,-0.004421128242827921,0.013466776159349436,0.002471451361335239,0.22843402607383914,-0.0005067339794234682,0.0072587678628094655,0.011737676454730783,0.0052372514941902565,0.013054738655398301,0.002066861928521701,9.833333,0.6106856288681604,-1.1660000000000004,0.981443261475734,CAN,0.0,0.0,0.0,0.0,0.0
1986Q2,-0.005447828786290687,0.017607371902879976,-0.0010301397177188386,0.3079365292707202,0.005747503118851416,0.006473044630135052,0.008295948159225297,0.00461738493856879,0.008247318564569728,0.0020777884158129567,9.6,0.6492824045648626,0.02516599999999869,0.8925043377157401,CAN,0.0,0.0,0.0,0.0,0.0
1986Q3,-0.006227889382645957,0.017480183136077798,-0.002970164198701244,0.3189739419219724,0.0012573589532685059,0.0068634329535705585,0.011209310501373526,0.003906886333431419,0.01175866530393943,0.0020920971779833765,9.566667,0.6086520417608827,0.45566700000000004,0.89715408334928,CAN,0.0,0.0,0.0,0.0,0.0
